City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
kampong thum,75,KH,1612988240,77,72.81,12.7111,104.8887,3.56
broome,20,US,1612988241,45,25.0,42.2506,-75.833,6.91
uvat,0,RU,1612988241,86,-23.1,59.1433,68.8953,4.41
novobirilyussy,100,RU,1612988242,89,-6.48,56.9514,90.6661,7.49
carutapera,100,BR,1612988244,74,82.0,-1.195,-46.02,7.99
poncitlan,1,MX,1612988244,12,79.0,20.3667,-102.9167,9.22
sitka,1,US,1612988074,38,21.2,57.0531,-135.33,7.31
manokwari,100,ID,1612988245,81,78.6,-0.8667,134.0833,5.03
toora-khem,95,RU,1612988246,92,5.97,52.4675,96.11,5.41
rorvik,0,NO,1612988246,92,8.6,64.8621,11.2373,4.61
conil,91,FR,1612988247,100,31.32,44.9673,3.7177,6.24
gimli,100,CA,1612988248,70,-14.8,50.6336,-96.9907,1.14
berbera,51,SO,1612988248,66,75.81,10.4396,45.0143,7.05
aginskoye,97,RU,1612988250,94,10.96,51.1,114.53,2.35
hasaki,0,JP,1612988250,56,41.0,35.7333,140.8333,10.36
rocha,6,UY,1612988251,68,76.01,-34.4833,-54.3333,12.3
merrill,90,US,1612988251,51,5.0,45.1805,-89.6835,9.22
noyabrsk,100,RU,1612988251,86,-18.36,63.1994,75.4507,14.72
harper,27,LR,1612988251,85,79.52,4.375,-7.7169,7.4
naryan-mar,99,RU,1612988252,90,-9.89,67.6713,53.087,5.37
cove,0,BJ,1612988252,66,83.55,7.221,2.3402,8.88
port victoria,90,KE,1612988252,73,74.71,0.0939,33.9756,4.79
rush,20,IE,1612988253,60,36.0,53.5223,-6.0931,11.5
paamiut,65,GL,1612988253,82,21.67,61.994,-49.6678,3.56
farafangana,100,MG,1612988253,85,74.97,-22.8167,47.8333,2.1
nicoya,20,CR,1612988253,43,89.6,10.1483,-85.452,18.41
calvinia,0,ZA,1612988253,17,80.19,-31.4707,19.776,7.09
lagunas,100,PE,1612988254,71,86.13,-5.2269,-75.6753,4.5
huaicheng,95,CN,1612988254,88,55.89,23.9051,112.1931,3.06
bafq,71,IR,1612988255,31,58.15,31.6128,55.4107,0.78
vanavara,45,RU,1612988255,88,-15.07,60.34,102.2797,3.36
lucea,75,JM,1612988074,74,82.4,18.451,-78.1736,19.57
kaili,94,ID,1612988255,85,67.69,-3.4626,120.2147,2.98
woodward,90,US,1612988255,86,17.6,36.4337,-99.3904,11.27
lorengau,100,PG,1612988256,88,78.3,-2.0226,147.2712,24.27
turukhansk,97,RU,1612988256,89,-15.09,65.8167,87.9833,7.05
fairbanks,90,US,1612988221,71,-4.0,64.8378,-147.7164,3.4
la romana,40,DO,1612988257,74,82.4,18.4273,-68.9728,17.27
balykshi,90,KZ,1612988257,100,33.8,47.0667,51.8667,6.71
kavaratti,53,IN,1612988257,64,81.23,10.5669,72.642,6.98
pundaguitan,100,PH,1612988257,80,81.21,6.3711,126.1689,8.63
wembley,0,AU,1612988257,67,61.0,-31.9333,115.8,8.05
bengkulu,79,ID,1612988257,88,75.04,-3.8004,102.2655,3.96
inzhavino,100,RU,1612988258,96,12.11,52.3185,42.4937,12.93
imbituba,40,BR,1612988259,69,78.8,-28.24,-48.6703,11.5
praia,0,CV,1612988259,78,69.8,14.9215,-23.5087,14.97
prieska,11,ZA,1612988259,34,84.49,-29.6641,22.7474,8.55
lasa,75,IT,1612988259,80,36.0,46.6166,10.7002,5.75
kirkenaer,0,NO,1612988260,85,12.0,60.4564,12.0582,5.75
san antonio,90,US,1612988175,76,55.0,29.4241,-98.4936,9.22
popondetta,99,PG,1612988262,91,74.17,-8.7537,148.2534,2.37
talnakh,60,RU,1612988262,82,-13.4,69.4865,88.3972,4.47
smidovich,1,RU,1612988263,88,-1.35,48.6,133.8167,5.35
sao filipe,4,CV,1612988263,74,72.05,14.8961,-24.4956,8.32
andenes,40,NO,1612988263,86,28.4,69.3143,16.1194,21.85
okha,100,RU,1612988263,97,19.54,53.5739,142.9478,16.33
sabha,0,LY,1612988263,25,64.89,27.0377,14.4283,8.66
nizwa,99,OM,1612988264,37,64.9,22.9333,57.5333,5.44
northam,17,GB,1612988264,70,30.99,51.0333,-4.2167,3.0
sangolqui,40,EC,1612988225,53,71.6,-0.3341,-78.4522,16.11
madang,100,PG,1612988264,90,75.54,-5.2246,145.7966,6.24
constitucion,14,CL,1612988157,67,69.46,-35.3333,-72.4167,6.71
vega de alatorre,24,MX,1612988266,69,79.11,20.0333,-96.6333,11.21
san quintin,7,MX,1612988266,62,59.05,30.4833,-115.95,14.47
arzgir,47,RU,1612988266,80,41.77,45.3728,44.2206,8.52
vilhena,75,BR,1612988266,88,77.0,-12.7406,-60.1458,8.05
garissa,84,KE,1612988266,48,82.65,-0.4536,39.6401,14.9
pangnirtung,1,CA,1612988266,61,8.6,66.1451,-65.7125,3.44
xichang,73,CN,1612988267,60,46.71,27.8964,102.2634,0.81
burnie,89,AU,1612988267,85,55.17,-41.0667,145.9167,10.98
tombouctou,0,ML,1612988267,16,73.44,20.0,-3.0,9.71
hervey bay,14,AU,1612988267,85,69.01,-25.2986,152.8535,1.01
gayeri,5,BF,1612988267,13,81.52,12.6497,0.4931,9.26
hami,99,CN,1612988267,83,29.59,42.8,93.45,6.02
beihai,0,CN,1612988268,80,59.02,21.4833,109.1,14.36
derzhavinsk,100,KZ,1612988268,90,-4.54,51.1,66.3167,7.16
kokopo,89,PG,1612988268,84,77.86,-4.352,152.2633,6.2
humpolec,100,CZ,1612988268,88,12.99,49.5415,15.3593,1.99
mnogovershinnyy,100,RU,1612988268,96,6.51,53.9353,139.9242,8.3
palau,75,PW,1612988268,83,80.6,7.503,134.621,6.91
borgarnes,40,IS,1612988268,80,35.6,64.5383,-21.9206,11.5
iberia,20,US,1612988269,78,77.0,29.9502,-91.7507,9.22
alcala la real,75,ES,1612988269,100,54.0,37.4614,-3.923,4.61
mbocayaty,98,PY,1612988269,63,84.06,-25.7,-56.4,4.59
salina cruz,0,MX,1612988269,56,85.32,16.1667,-95.2,10.78
pestovo,74,RU,1612988269,93,-2.83,58.5938,35.8024,4.12
kinkala,97,CG,1612988269,93,71.85,-4.3614,14.7644,1.5
mandera,45,KE,1612988270,30,84.09,3.9366,41.867,7.23
shihezi,97,CN,1612988261,94,15.31,44.3,86.0333,1.5
raiganj,5,IN,1612988270,48,63.0,25.6167,88.1167,5.46
kibala,0,TD,1612988270,34,78.8,9.1104,18.3463,2.8
hofn,75,IS,1612988270,93,30.2,64.2539,-15.2082,4.61
poum,0,NC,1612988271,75,78.67,-20.2333,164.0167,15.73
muli,30,MV,1612988271,77,80.37,2.9167,73.5667,10.87
xuddur,77,SO,1612988271,36,76.33,4.1213,43.8894,13.31
katsuura,20,JP,1612988240,71,46.4,35.1333,140.3,9.22
chapais,75,CA,1612988262,72,6.8,49.7834,-74.8492,8.05
bungu,100,TZ,1612988272,91,75.02,-7.6337,39.0582,5.01
la ciotat,0,FR,1612988273,57,55.0,43.1748,5.6045,5.01
la plata,39,AR,1612988186,73,78.01,-34.9215,-57.9545,1.01
san ignacio,75,BZ,1612988273,51,89.6,17.1561,-89.0714,6.91
avera,90,US,1612988273,73,71.6,33.194,-82.5271,8.05
moskovskiy,75,RU,1612988273,78,8.01,55.5991,37.355,6.71
myanaung,0,MM,1612988165,48,64.45,18.2833,95.3167,3.18
karlstad,70,SE,1612988274,79,14.0,59.3793,13.5036,11.5
isangel,40,VU,1612988275,78,82.4,-19.55,169.2667,4.61
lala,86,PH,1612988275,87,74.53,7.9745,123.7458,1.68
ubatuba,75,BR,1612988276,73,75.2,-23.4339,-45.0711,10.36
picayune,66,US,1612988276,96,66.99,30.5255,-89.6795,5.26
stornoway,40,GB,1612987984,64,33.01,58.2093,-6.3865,12.66
teo,75,ES,1612988277,87,51.01,42.75,-8.5,5.75
waddan,0,LY,1612988279,23,66.85,29.1614,16.139,6.93
guiglo,91,CI,1612988279,50,83.71,6.5456,-7.4966,6.22
tabas,65,IR,1612988236,24,55.4,33.5959,56.9244,6.91
vao,21,NC,1612988280,82,76.39,-22.6667,167.4833,11.65
tsnori,40,GE,1612988281,71,50.0,41.6209,45.9694,9.22
iquique,0,CL,1612988281,50,77.0,-20.2208,-70.1431,11.5
lazaro cardenas,0,MX,1612988281,61,80.58,17.9583,-102.2,10.16
san juan del sur,0,NI,1612988282,58,86.0,11.2529,-85.8705,6.91
ostrovnoy,52,RU,1612988282,93,7.41,68.0531,39.5131,18.3
kummersbruck,90,DE,1612988283,79,15.8,49.4192,11.8883,5.75
sao pedro do sul,40,BR,1612988284,78,78.8,-29.6206,-54.1789,2.3
klyuchi,39,RU,1612988284,86,-24.2,52.2667,79.1667,6.85
rawlins,1,US,1612988284,51,35.6,41.7911,-107.2387,16.11
nishihara,90,JP,1612988285,77,64.4,26.1842,127.7558,19.57
trinidad,90,BO,1612988286,83,77.0,-14.8333,-64.9,10.36
ocean city,1,US,1612988288,44,37.99,39.2776,-74.5746,4.61
mabaruma,42,GY,1612988288,61,81.72,8.2,-59.7833,7.16
oksfjord,90,NO,1612988288,86,26.6,70.2396,22.3479,6.91
half moon bay,90,US,1612988289,76,61.0,37.4636,-122.4286,8.05
conceicao do araguaia,0,BR,1612988230,88,75.2,-8.2578,-49.2647,2.3
sinnamary,100,GF,1612988290,79,78.44,5.3833,-52.95,10.31
honningsvag,75,NO,1612988290,86,24.8,70.9821,25.9704,8.05
sovetskiy,0,RU,1612988291,86,-22.76,61.3614,63.5842,4.29
aanekoski,90,FI,1612988291,85,1.4,62.6946,25.818,6.91
bonnyville,75,CA,1612988291,52,-18.4,54.2668,-110.735,6.91
wainwright,100,CA,1612988291,69,-18.4,52.839,-110.8572,10.36
yumen,0,CN,1612988292,78,31.05,40.2833,97.2,9.95
dali,0,CN,1612988292,75,42.94,25.7,100.1833,4.38
raychikhinsk,99,RU,1612988292,93,0.57,49.7838,129.4121,6.08
bathsheba,40,BB,1612988293,57,82.4,13.2167,-59.5167,21.85
tautira,40,PF,1612988293,88,73.4,-17.7333,-149.15,21.85
banjar,20,ID,1612988293,89,78.8,-8.19,114.9675,4.61
dobrin,75,RO,1612988294,93,46.4,47.2833,23.1333,4.61
beckley,90,US,1612988294,93,41.0,37.7782,-81.1882,9.22
olga,0,RU,1612988294,92,14.16,43.7444,135.2892,4.09
acapulco,1,MX,1612988291,58,86.0,16.8634,-99.8901,8.05
olinda,40,BR,1612988297,69,80.6,-8.0089,-34.8553,10.36
tulun,100,RU,1612988298,93,3.43,54.5611,100.5792,4.63
nusaybin,83,TR,1612988299,66,53.96,37.0778,41.2178,5.68
krasnoselkup,100,RU,1612988299,87,-22.05,65.7,82.4667,5.3
dire dawa,33,ET,1612988300,43,63.37,9.5931,41.8661,1.19
chavakkad,100,IN,1612988300,83,73.4,10.5333,76.05,3.44
rabaul,71,PG,1612988300,79,80.2,-4.1967,152.1721,3.42
cherskiy,0,RU,1612988301,85,-10.44,68.75,161.3,2.84
pryozerne,26,UA,1612988302,93,48.52,45.2698,36.3303,10.0
casper,1,US,1612988197,66,6.8,42.8666,-106.3131,5.75
mareeba,75,AU,1612988302,94,77.0,-17.0,145.4333,2.3
iskateley,100,RU,1612988303,90,-9.87,67.6803,53.1512,5.35
iracoubo,100,GF,1612988304,78,78.19,5.4802,-53.2011,10.18
saint-augustin,100,CA,1612988304,96,14.97,51.226,-58.6502,12.01
albanel,64,CA,1612988304,56,10.4,48.8832,-72.4487,11.5
lampang,0,TH,1612988304,65,63.0,18.3333,99.5,1.77
bethanien,50,NA,1612988305,56,74.5,-26.502,17.1583,15.99
constantine,75,DZ,1612988305,93,51.8,36.365,6.6147,12.66
ugoofaaru,10,MV,1612988306,65,81.07,5.6667,73.0,6.15
buala,31,SB,1612988306,81,80.51,-8.145,159.5921,7.78
dera ghazi khan,0,PK,1612988306,31,61.3,30.0561,70.6348,5.44
kumluca,0,TR,1612988307,66,58.15,36.3703,30.2869,4.41
abu dhabi,20,AE,1612988237,83,71.6,24.4667,54.3667,3.44
faya,0,SA,1612988308,58,55.4,18.3851,42.4509,4.79
marienburg,67,PL,1612988309,87,16.0,54.0359,19.0266,3.04
basco,100,PH,1612988309,87,75.99,20.4487,121.9702,18.1
russell,75,US,1612988105,73,68.0,32.3502,-85.1999,5.08
moussoro,70,TD,1612988310,17,75.47,13.6408,16.4901,9.35
riverton,90,US,1612988065,49,48.99,40.5219,-111.9391,5.75
charters towers,11,AU,1612988310,90,71.78,-20.1,146.2667,8.01
indianola,75,US,1612988310,48,14.0,41.3581,-93.5574,11.5
coquimbo,40,CL,1612988311,68,68.0,-29.9533,-71.3436,10.36
kununurra,94,AU,1612988311,79,77.0,-15.7667,128.7333,2.01
jabinyanah,0,TN,1612988311,21,69.8,35.035,10.9081,11.5
tanout,0,NE,1612988311,16,73.56,14.9709,8.8879,11.3
puerto del rosario,75,ES,1612988311,68,68.0,28.5004,-13.8627,10.36
